"id","member_id","loan_amnt","funded_amnt","funded_amnt_inv","term","int_rate","installment","grade","sub_grade","emp_title","emp_length","home_ownership","annual_inc","verification_status","issue_d","loan_status","pymnt_plan","url","desc","purpose","title","zip_code","addr_state","dti","delinq_2yrs","earliest_cr_line","inq_last_6mths","mths_since_last_delinq","mths_since_last_record","open_acc","pub_rec","revol_bal","revol_util","total_acc","initial_list_status","out_prncp","out_prncp_inv","total_pymnt","total_pymnt_inv","total_rec_prncp","total_rec_int","total_rec_late_fee","recoveries","collection_recovery_fee","last_pymnt_d","last_pymnt_amnt","next_pymnt_d","last_credit_pull_d","collections_12_mths_ex_med","mths_since_last_major_derog","policy_code","application_type","annual_inc_joint","dti_joint","verification_status_joint","acc_now_delinq","tot_coll_amt","tot_cur_bal","open_acc_6m","open_il_6m","open_il_12m","open_il_24m","mths_since_rcnt_il","total_bal_il","il_util","open_rv_12m","open_rv_24m","max_bal_bc","all_util","total_rev_hi_lim","inq_fi","total_cu_tl","inq_last_12m","Group"
23836169,26208707,34625,34625,34625,"60 months",15.61,834.86,"D","D1","LTCOL","10+ years","RENT",110000,"Verified","Aug-2014","Charged Off","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=23836169",NA,"debt_consolidation","Debt consolidation","921xx","CA",21.1,0,"May-1994",0,74,NA,11,0,11224,51.3,19,"w",0,0,6501.16,6501.16,773.89,895.83,0,4831.44,869.6592,"Oct-2014",834.86,NA,"Jan-2016",0,74,1,"INDIVIDUAL",NA,NA,NA,0,0,69295,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21900,NA,NA,NA,"B"
61502149,65620960,18000,18000,17975,"60 months",13.99,418.74,"C","C4","Senior Associate","7 years","MORTGAGE",163000,"Verified","Oct-2015","Current","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=61502149",NA,"home_improvement","Home improvement","750xx","TX",38.14,0,"Dec-1987",0,51,NA,13,0,29011,75.7,38,"f",17366,17341.88,1221.24,1219.54,634,587.24,0,0,0,"Jan-2016",418.74,"Feb-2016","Jan-2016",0,51,1,"INDIVIDUAL",NA,NA,NA,0,714,192275,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,66300,NA,NA,NA,"B"
1621627,1893619,11100,11100,11100,"36 months",12.12,369.32,"B","B3","EDINA COUNTRY CLUB","10+ years","RENT",35000,"Not Verified","Nov-2012","Charged Off","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=1621627","Borrower added on 11/09/12 > I have about  $10000 in credit card debt i am paying on, and would like to take advantage of a loan with a lower interest to pay off my credit cards.<br><br> Borrower added on 11/09/12 > I have about ten thousand dollars in credit card debt at a high interest rate, and I would like to recieve a loan though LendingClub at a lower interest rate to pay off my credit cards. I have a stable job that i have been employed at for 14yrs, and always pay my bills ontime.<br>","credit_card","myloan","554xx","MN",20.78,0,"Apr-1999",0,NA,NA,7,0,9490,62,17,"w",0,0,4533.98,4533.98,2410.65,913.23,0,1210.1,12.101,"Sep-2013",369.32,NA,"Feb-2014",0,NA,1,"INDIVIDUAL",NA,NA,NA,0,0,48883,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15300,NA,NA,NA,"B"
11426617,13358783,20000,20000,20000,"36 months",19.97,742.97,"D","D5","District Manager","10+ years","MORTGAGE",77000,"Source Verified","Feb-2014","Current","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=11426617",NA,"debt_consolidation","Debt consolidation","274xx","NC",13.23,0,"May-1995",0,36,NA,8,0,22935,86.2,20,"w",9210.72,9210.72,16345.34,16345.34,10789.28,5556.06,0,0,0,"Jan-2016",742.97,"Feb-2016","Jan-2016",0,36,1,"INDIVIDUAL",NA,NA,NA,0,0,145567,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26600,NA,NA,NA,"B"
48274995,51523736,24000,24000,24000,"36 months",13.33,812.48,"C","C3","Program Manager","6 years","MORTGAGE",175000,"Verified","May-2015","Current","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=48274995",NA,"home_improvement","Home improvement","535xx","WI",21.42,0,"May-2000",0,NA,NA,18,0,9902,23,43,"f",19459.35,19459.35,6464.29,6464.29,4540.65,1923.64,0,0,0,"Jan-2016",812.48,"Feb-2016","Jan-2016",0,NA,1,"INDIVIDUAL",NA,NA,NA,0,0,374518,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43100,NA,NA,NA,"B"
41123011,43998902,24000,24000,24000,"60 months",15.61,578.68,"D","D1","teacher","2 years","RENT",50000,"Source Verified","Feb-2015","Current","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=41123011",NA,"credit_card","Credit card refinancing","750xx","TX",33.82,0,"Apr-1975",0,NA,NA,11,0,44551,88.6,20,"w",18528.47,18528.47,8265.99,8265.99,5471.53,2794.46,0,0,0,"Dec-2015",578.68,"Feb-2016","Jan-2016",0,NA,1,"INDIVIDUAL",NA,NA,NA,0,0,71367,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,140800,NA,NA,NA,"B"
7296181,8938277,8500,8500,8500,"60 months",9.99,180.56,"B","B1","Children's Outpatient Coordinator","7 years","OWN",47000,"Verified","Oct-2013","Fully Paid","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=7296181",NA,"debt_consolidation","Personal","080xx","NJ",19.74,0,"Dec-1998",0,NA,95,10,1,7197,23.6,34,"f",0,0,8571.39,8571.39,8500,71.39,0,0,0,"Dec-2013",72.72,NA,"Dec-2013",0,NA,1,"INDIVIDUAL",NA,NA,NA,0,0,218013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30500,NA,NA,NA,"B"
29635336,32168568,15000,15000,15000,"60 months",12.99,341.22,"C","C1","Filed IT Technician","1 year","RENT",55000,"Verified","Oct-2014","Current","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=29635336",NA,"credit_card","Credit card refinancing","853xx","AZ",5.43,0,"Nov-2008",1,NA,NA,4,0,12106,50,6,"w",12104.19,12104.19,5091.24,5091.24,2895.81,2195.43,0,0,0,"Jan-2016",341.22,"Feb-2016","Jan-2016",0,NA,1,"INDIVIDUAL",NA,NA,NA,0,0,12106,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24200,NA,NA,NA,"B"
30565882,33119078,4275,4275,4275,"36 months",12.49,143,"B","B5","Product placement","2 years","MORTGAGE",29103,"Not Verified","Oct-2014","Current","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=30565882",NA,"credit_card","Credit card refinancing","494xx","MI",20.08,0,"Jul-2006",0,NA,NA,10,0,3940,75.8,15,"w",2684.77,2684.77,2137.58,2137.58,1590.23,547.35,0,0,0,"Jan-2016",143,"Feb-2016","Jan-2016",0,NA,1,"INDIVIDUAL",NA,NA,NA,0,0,138869,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5200,NA,NA,NA,"B"
8145149,9887261,5000,5000,5000,"36 months",14.3,171.62,"C","C1","SALES","1 year","MORTGAGE",75000,"Verified","Nov-2013","Fully Paid","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=8145149",NA,"car","New","720xx","AR",29.34,0,"Sep-2002",2,NA,NA,13,0,22468,87.8,38,"f",0,0,5230.03489698,5230.03,5000,230.03,0,0,0,"Mar-2014",4715.83,NA,"Nov-2015",0,NA,1,"INDIVIDUAL",NA,NA,NA,0,0,369467,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25600,NA,NA,NA,"B"
46116481,49224278,16000,16000,16000,"36 months",13.33,541.65,"C","C3","supervisor","3 years","MORTGAGE",60000,"Source Verified","Apr-2015","Current","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=46116481",NA,"home_improvement","Home improvement","436xx","OH",10.2,0,"Jul-2003",0,NA,NA,11,0,18923,55.5,22,"f",12575.38,12575.38,4851.15,4851.15,3424.62,1426.53,0,0,0,"Jan-2016",541.65,"Feb-2016","Jan-2016",0,NA,1,"INDIVIDUAL",NA,NA,NA,0,0,195911,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34100,NA,NA,NA,"B"
21119590,23402438,16625,16625,16625,"36 months",11.67,549.58,"B","B4","Cook","5 years","RENT",38000,"Source Verified","Jul-2014","Current","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=21119590",NA,"credit_card","Credit card refinancing","021xx","MA",14.65,0,"Apr-2011",1,NA,NA,9,0,8300,36.4,9,"w",9034.54,9034.54,9892.44,9892.44,7590.46,2301.98,0,0,0,"Jan-2016",549.58,"Feb-2016","Jan-2016",0,NA,1,"INDIVIDUAL",NA,NA,NA,0,0,14085,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22800,NA,NA,NA,"B"
43894290,46911066,5000,5000,5000,"36 months",9.99,161.32,"B","B3","Lead Senior Consultant","1 year","RENT",93000,"Verified","Apr-2015","Current","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=43894290",NA,"credit_card","Credit card refinancing","352xx","AL",8.03,0,"Feb-2003",2,NA,117,6,1,5434,53.3,9,"w",3886.17,3886.17,1449.1,1449.1,1113.83,335.27,0,0,0,"Jan-2016",161.32,"Feb-2016","Jan-2016",0,NA,1,"INDIVIDUAL",NA,NA,NA,0,423,24590,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10200,NA,NA,NA,"B"
65866235,70561006,14400,14400,14400,"36 months",12.59,482.36,"C","C2","Diesel mechanic","5 years","RENT",98000,"Source Verified","Dec-2015","Current","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=65866235",NA,"debt_consolidation","Debt consolidation","266xx","WV",16.27,1,"Nov-2009",0,19,NA,8,0,1819,35,16,"f",14068.73,14068.73,517.61,517.61,331.27,186.34,0,0,0,"Jan-2016",537.75,"Feb-2016","Jan-2016",0,NA,1,"INDIVIDUAL",NA,NA,NA,0,0,47259,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5200,NA,NA,NA,"B"
44143687,47160676,5000,5000,5000,"36 months",12.29,166.77,"C","C1","supervisor","5 years","MORTGAGE",65000,"Verified","Apr-2015","Current","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=44143687",NA,"debt_consolidation","Debt consolidation","317xx","GA",12.67,0,"Mar-2001",1,NA,NA,10,0,7577,17.6,20,"f",3916.3,3916.3,1497.52,1497.52,1083.7,413.82,0,0,0,"Jan-2016",166.77,"Feb-2016","Jan-2016",0,NA,1,"INDIVIDUAL",NA,NA,NA,0,704,28728,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43000,NA,NA,NA,"B"
873468,1087769,12600,12600,12600,"60 months",15.99,306.35,"D","D2","Core-Mark","9 years","MORTGAGE",42000,"Source Verified","Sep-2011","Charged Off","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=873468",NA,"debt_consolidation","Loan","800xx","CO",19.83,0,"Aug-2006",1,NA,NA,7,0,8326,73.7,12,"f",0,0,7350.65,7350.65,3857.64,3493.01,0,0,0,"Oct-2013",52.8,NA,"Jan-2016",0,NA,1,"INDIVIDUAL",NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"B"
12419378,14431523,15250,15250,15250,"36 months",21.99,582.33,"E","E4","Patent Examiner","9 years","RENT",120000,"Source Verified","Mar-2014","Late (31-120 days)","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=12419378",NA,"debt_consolidation","Debt consolidation","331xx","FL",9.28,1,"Dec-2002",0,15,NA,4,0,12763,98.2,4,"f",8017.34,8017.34,11646.6,11646.6,7232.66,4413.94,0,0,0,"Nov-2015",582.33,"Feb-2016","Jan-2016",0,NA,1,"INDIVIDUAL",NA,NA,NA,0,0,37317,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13000,NA,NA,NA,"B"
26378681,28851629,20000,20000,20000,"36 months",10.15,646.76,"B","B2","Carrier","10+ years","RENT",85000,"Verified","Sep-2014","Fully Paid","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=26378681",NA,"debt_consolidation","Debt consolidation","064xx","CT",33.29,0,"Feb-1995",0,51,NA,22,0,15375,29.2,43,"f",0,0,21098.13,21098.13,20000,1098.13,0,0,0,"Mar-2015",17864.33,NA,"Jan-2016",0,51,1,"INDIVIDUAL",NA,NA,NA,0,0,64539,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52600,NA,NA,NA,"B"
55140334,58711114,15000,15000,15000,"36 months",6.24,457.97,"A","A2","registered nurse","10+ years","RENT",90000,"Verified","Jul-2015","Current","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=55140334",NA,"credit_card","Credit card refinancing","960xx","CA",15.31,0,"Apr-2001",0,NA,74,9,1,17021,76.3,13,"w",12690.35,12690.35,2742.08,2742.08,2309.65,432.43,0,0,0,"Jan-2016",457.97,"Feb-2016","Jan-2016",0,NA,1,"INDIVIDUAL",NA,NA,NA,0,0,34274,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22300,NA,NA,NA,"B"
56964922,60677671,10000,10000,10000,"36 months",7.26,309.97,"A","A4","Reading Interventionist","10+ years","MORTGAGE",44000,"Not Verified","Jul-2015","Current","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=56964922",NA,"credit_card","Credit card refinancing","724xx","AR",4.13,0,"Mar-1998",0,NA,NA,8,0,7499,22,10,"w",8737.47,8737.47,1541.78,1541.78,1262.53,279.25,0,0,0,"Jan-2016",309.97,"Jan-2016","Jan-2016",0,NA,1,"INDIVIDUAL",NA,NA,NA,0,0,76673,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34100,NA,NA,NA,"B"
61682200,65851916,4300,4300,4300,"36 months",16.55,152.35,"D","D2","Instructional Assistant","4 years","RENT",12000,"Not Verified","Oct-2015","Current","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=61682200",NA,"debt_consolidation","Debt consolidation","974xx","OR",28.19,0,"Oct-2007",2,NA,NA,12,0,7398,33.5,23,"w",4017,4017,447.17,447.17,283,164.17,0,0,0,"Jan-2016",152.35,"Feb-2016","Jan-2016",0,NA,1,"INDIVIDUAL",NA,NA,NA,0,0,37284,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22100,NA,NA,NA,"B"
14338072,16390461,22000,22000,22000,"36 months",11.99,730.61,"B","B3","Teacher","1 year","OWN",60000,"Source Verified","Apr-2014","Current","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=14338072",NA,"debt_consolidation","Debt consolidation","322xx","FL",24.01,0,"Aug-1999",0,NA,NA,6,0,23527,83.1,14,"w",10130.59,10130.59,15342.81,15342.81,11869.41,3473.4,0,0,0,"Jan-2016",730.61,"Feb-2016","Jan-2016",0,NA,1,"INDIVIDUAL",NA,NA,NA,0,0,108484,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28300,NA,NA,NA,"B"
65047247,69583964,3500,3500,3500,"36 months",12.05,116.34,"C","C1","Dental assistant","10+ years","MORTGAGE",42500,"Verified","Nov-2015","Current","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=65047247",NA,"other","Other","379xx","TN",29.26,0,"Oct-2002",0,76,NA,13,0,10105,41.1,19,"w",3336.8,3336.8,229.17,229.17,163.2,65.97,0,0,0,"Jan-2016",116.34,"Feb-2016","Jan-2016",0,NA,1,"INDIVIDUAL",NA,NA,NA,0,0,154170,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24600,NA,NA,NA,"B"
57267246,60970057,10500,10500,10500,"60 months",17.86,265.84,"D","D5","Shift Lead","6 years","RENT",25000,"Source Verified","Aug-2015","Current","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=57267246",NA,"debt_consolidation","Debt consolidation","920xx","CA",29,0,"Jun-2008",0,NA,NA,10,0,12402,61.4,11,"f",9935.62,9935.62,1318.78,1318.78,564.38,754.4,0,0,0,"Jan-2016",265.84,"Feb-2016","Jan-2016",0,NA,1,"INDIVIDUAL",NA,NA,NA,0,0,16358,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20200,NA,NA,NA,"B"
59581503,63515237,8000,8000,8000,"36 months",9.17,255.04,"B","B2","Applications Analyst","9 years","MORTGAGE",46000,"Source Verified","Sep-2015","Current","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=59581503",NA,"debt_consolidation","Debt consolidation","275xx","NC",5.37,0,"Nov-1995",0,43,64,4,1,7168,71,12,"w",6959.21,6959.21,1266.08,1266.08,1040.79,225.29,0,0,0,"Jan-2016",255.04,"Feb-2016","Jan-2016",0,NA,1,"INDIVIDUAL",NA,NA,NA,0,0,160703,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10100,NA,NA,NA,"B"
41093708,43969609,9850,9850,9850,"36 months",14.65,339.77,"C","C5","#2 Coater Lead","4 years","MORTGAGE",47150,"Source Verified","Feb-2015","Current","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=41093708",NA,"debt_consolidation","Debt consolidation","128xx","NY",28.86,1,"Sep-2004",0,13,NA,12,0,7044,39.8,29,"w",7530.21,7530.21,3389.68,3389.68,2319.79,1069.89,0,0,0,"Dec-2015",339.77,"Feb-2016","Jan-2016",0,NA,1,"INDIVIDUAL",NA,NA,NA,0,0,123614,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17700,NA,NA,NA,"B"
48524124,51772837,9000,9000,9000,"36 months",10.99,294.61,"B","B4","Teacher","10+ years","RENT",68262,"Not Verified","May-2015","Current","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=48524124",NA,"credit_card","Credit card refinancing","370xx","TN",26.88,0,"Oct-1975",1,NA,NA,9,0,27728,94,23,"w",7247.1,7247.1,2345.89,2345.89,1752.9,592.99,0,0,0,"Jan-2016",294.61,"Feb-2016","Jan-2016",0,NA,1,"INDIVIDUAL",NA,NA,NA,0,0,27728,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29500,NA,NA,NA,"B"
513842,664015,8000,8000,8000,"36 months",7.51,248.88,"A","A4","Beckman Coulter, Inc","10+ years","MORTGAGE",85100,"Not Verified","May-2010","Fully Paid","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=513842","Borrower added on 05/08/10 > Money to remake kitchen and bathrooms in my condo at Miami Beach - Thanks<br/> Borrower added on 05/12/10 > Verification of transaction on Bank Account completed on 05-12-10<br/>","home_improvement","Home improvements @ 8K","331xx","FL",2.1,0,"Oct-1995",1,49,NA,14,0,6314,9.3,26,"f",0,0,8873.5,8873.5,8000,873.5,0,0,0,"Jul-2012",2680.41,NA,"Jun-2014",0,NA,1,"INDIVIDUAL",NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"B"
1685090,1967274,15000,15000,15000,"36 months",19.05,550.22,"D","D4","saint francis rehab","10+ years","MORTGAGE",40000,"Not Verified","Nov-2012","Fully Paid","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=1685090","Borrower added on 10/22/12 > To pay off high interest credict cards<br>","debt_consolidation","debt consollidation","015xx","MA",17.13,0,"Jan-2000",2,44,NA,11,0,5336,87.5,18,"f",0,0,19807.8994474,19807.9,15000,4807.9,0,0,0,"Nov-2015",550.19,NA,"Nov-2015",0,NA,1,"INDIVIDUAL",NA,NA,NA,0,0,24137,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6100,NA,NA,NA,"B"
42723216,45719932,5000,5000,5000,"36 months",7.89,156.43,"A","A5",NA,"n/a","MORTGAGE",45000,"Verified","Mar-2015","Current","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=42723216",NA,"home_improvement","Home improvement","863xx","AZ",23.15,0,"Oct-1993",0,45,NA,10,0,15888,66.2,29,"w",3727.24,3727.24,1559.92,1559.92,1272.76,287.16,0,0,0,"Jan-2016",156.43,"Feb-2016","Jan-2016",0,NA,1,"INDIVIDUAL",NA,NA,NA,0,0,235158,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24000,NA,NA,NA,"B"
60647576,64668349,33500,33500,33475,"60 months",27.31,1029.15,"G","G2","flight atendant","10+ years","OWN",1e+05,"Verified","Sep-2015","Current","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=60647576",NA,"debt_consolidation","Debt consolidation","303xx","GA",12.4,0,"Aug-2004",1,30,117,10,1,9442,55.2,15,"f",32681.41,32657.02,3062.04,3059.75,818.59,2243.45,0,0,0,"Jan-2016",1029.15,"Feb-2016","Jan-2016",1,30,1,"INDIVIDUAL",NA,NA,NA,0,276,217322,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17100,NA,NA,NA,"B"
55341080,58942814,4075,4075,4075,"36 months",19.19,149.77,"E","E3","Computer engineer","10+ years","MORTGAGE",49000,"Source Verified","Jul-2015","Current","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=55341080",NA,"debt_consolidation","Debt consolidation","468xx","IN",29.37,0,"Mar-2004",2,NA,39,9,1,3406,71,15,"w",3546.64,3546.64,889.93,889.93,528.36,361.57,0,0,0,"Jan-2016",149.77,"Feb-2016","Jan-2016",0,NA,1,"INDIVIDUAL",NA,NA,NA,0,3064,170914,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4800,NA,NA,NA,"B"
9735578,11587675,10500,10500,10450,"36 months",9.67,337.19,"B","B1","POS Support coordinator","10+ years","MORTGAGE",56000,"Verified","Dec-2013","Fully Paid","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=9735578","Borrower added on 12/09/13 > loan is to consolidate credit cards, lower interest rates and have a payment plan to get them paid off<br>","credit_card","Credit card refinancing","372xx","TN",26.34,0,"Jul-2000",0,NA,NA,24,0,29488,53.1,46,"f",0,0,11762.957459,11706.94,10500,1262.96,0,0,0,"Jul-2015",5694.72,NA,"Jul-2015",0,NA,1,"INDIVIDUAL",NA,NA,NA,0,0,178919,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55500,NA,NA,NA,"B"
41110083,43985857,10000,10000,10000,"60 months",12.69,225.95,"C","C2","PACKAGE HANDLER","10+ years","RENT",55000,"Source Verified","Mar-2015","Current","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=41110083",NA,"debt_consolidation","Debt consolidation","601xx","IL",16.34,0,"Mar-1984",1,53,72,12,2,6283,72.2,26,"w",8739.16,8739.16,2245.4,2245.4,1260.84,984.56,0,0,0,"Jan-2016",225.95,"Feb-2016","Jan-2016",0,60,1,"INDIVIDUAL",NA,NA,NA,0,0,17370,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8700,NA,NA,NA,"B"
30255415,32798599,18000,18000,18000,"36 months",13.66,612.23,"C","C3","A/R Specialist","< 1 year","RENT",54000,"Not Verified","Nov-2014","Late (31-120 days)","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=30255415",NA,"debt_consolidation","Debt consolidation","020xx","MA",15.47,0,"Aug-2008",0,NA,NA,10,0,11334,54.5,11,"w",12794.1,12794.1,7333.1,7333.1,5205.9,2127.2,0,0,0,"Nov-2015",612.23,"Feb-2016","Jan-2016",0,NA,1,"INDIVIDUAL",NA,NA,NA,0,515,24388,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20800,NA,NA,NA,"B"
56010965,59672772,5600,5600,5600,"36 months",9.17,178.53,"B","B2","Teacher","10+ years","RENT",71000,"Source Verified","Aug-2015","Current","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=56010965",NA,"debt_consolidation","Debt consolidation","156xx","PA",9.89,0,"Aug-1986",1,67,77,18,2,7319,37.5,31,"w",4910.86,4910.86,889.8,889.8,689.14,200.66,0,0,0,"Jan-2016",178.53,"Feb-2016","Jan-2016",0,67,1,"INDIVIDUAL",NA,NA,NA,0,0,11905,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19500,NA,NA,NA,"B"
63214550,67566273,12000,12000,12000,"60 months",13.33,275.07,"C","C3","certified Nursing Assistant","3 years","RENT",48000,"Not Verified","Oct-2015","Current","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=63214550",NA,"debt_consolidation","Debt consolidation","750xx","TX",33.55,0,"Sep-2010",1,41,NA,14,0,7955,49.1,18,"w",11714.89,11714.89,510.14,510.14,285.11,225.03,0,0,0,"Dec-2015",275.07,"Feb-2016","Jan-2016",0,NA,1,"INDIVIDUAL",NA,NA,NA,0,0,31947,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16200,NA,NA,NA,"B"
67828966,72687708,30000,30000,30000,"60 months",11.99,667.19,"C","C1","Sales manager","1 year","RENT",105000,"Verified","Dec-2015","Current","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=67828966",NA,"debt_consolidation","Debt consolidation","303xx","GA",11.53,0,"Oct-2001",1,NA,88,16,1,1516,4.6,42,"w",30000,30000,0,0,0,0,0,0,0,NA,0,"Feb-2016","Jan-2016",0,NA,1,"INDIVIDUAL",NA,NA,NA,0,0,229623,1,3,1,2,1,228107,93.1,1,2,1500,47.5,32900,0,1,2,"B"
671468,858396,16000,16000,15975,"36 months",10.37,519.06,"B","B3","Chattahoochee Technical College","10+ years","OWN",72000,"Source Verified","Feb-2011","Fully Paid","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=671468","Borrower added on 02/09/11 > Using money to pay off charges incurred on credit cards when cash remodeling effort required more than money budgeted.  Have minimal other debt.  Own home.<br/> Borrower added on 02/10/11 > I wanted it to be clear that my earned income is 72,000 per yr.  Other income is not included in that figure.<br/> Borrower added on 02/11/11 > Please allow me to add more detail now that I have read other applications: I am a federal grants manager and teacher in a community college.  My goal is to consolidate all credit card debt, some of which is financed on longterm, no-interest plans about to expire and some of which &quot;grew&quot; (with APRs of 13%) during the time my late husband was ill.  The cost of home repairs and remodeling simply cost more than the original bids.  Thank you for your consideration.<br/>","credit_card","Credit card consolodation","300xx","GA",20.48,0,"Dec-1982",0,NA,NA,23,0,18021,17.8,47,"f",0,0,18667.56,18638.39,16000,2667.56,0,0,0,"Mar-2014",331.21,NA,"Jan-2016",0,NA,1,"INDIVIDUAL",NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"B"
38540004,41323919,19200,19200,19200,"36 months",7.49,597.16,"A","A4","Sr. Director","10+ years","MORTGAGE",175000,"Not Verified","Jan-2015","Current","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=38540004",NA,"debt_consolidation","Debt consolidation","303xx","GA",8.7,1,"Apr-2000",0,3,NA,15,0,28007,56,25,"w",13782.51,13782.51,6560.77,6560.77,5417.49,1143.28,0,0,0,"Dec-2015",597.16,"Feb-2016","Jan-2016",0,NA,1,"INDIVIDUAL",NA,NA,NA,0,0,765512,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51500,NA,NA,NA,"B"
65107371,69644098,13000,13000,13000,"60 months",9.99,276.15,"B","B3","Business Analyst","10+ years","RENT",46800,"Not Verified","Nov-2015","Current","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=65107371",NA,"debt_consolidation","Debt consolidation","432xx","OH",20.77,0,"Sep-1999",0,40,NA,9,0,7029,44.8,26,"w",12662.75,12662.75,541.48,541.48,337.25,204.23,0,0,0,"Jan-2016",276.15,"Feb-2016","Jan-2016",0,40,1,"INDIVIDUAL",NA,NA,NA,0,0,28556,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15700,NA,NA,NA,"B"
